-0.89,-0.21,-1.6023529252872
0.68,0.82,0.14566383791046
0.24,0.87,0.9239795560514
0.72,-0.6,-1.880005906287
-0.85,-0.15,-1.5972196434958
0.18,-0.71,-1.0506133764407
1,-0.98,-3.0068739307613
0.35,-0.72,-1.1982319805038
0.24,0.98,1.1123182843921
0.89,0.06,-1.462827078422
-0.93,0.48,-1.7014292148659
0.37,0.43,0.070817482068143
-0.07,-0.35,-0.18420844502485
0.99,-0.7,-2.5489182057747
-0.48,-0.88,-1.5538005766654
0.71,0.54,-0.28363041832923
-0.87,0.28,-1.3739190920224
-0.07,0.55,0.89423953601616
-0.99,-0.46,-2.6590948799652
0.95,0.38,-1.3715275325
0.55,-0.11,-0.3686785490883
-0.03,-0.25,-0.18809546695848
0.61,-0.76,-1.5559659168659
-0.01,0.94,0.90807731279271
0.53,-0.14,-0.80254713738175
0.39,1,0.75425908239725
-0.96,0.94,-1.0176027381302
0.63,0.38,-0.40253419456041
0.34,0.05,-0.16638017025195
0.71,-0.32,-1.6027120093691
0.29,0.61,0.33087473821133
0.92,-0.91,-2.3777457275633
-0.48,-0.2,-0.75146053839256
0.52,-0.5,-0.83125247221995
0.87,-1,-2.2192638701616
-0.31,0.55,0.32009129920071
-0.19,0.67,0.25881450629496
-0.71,-0.83,-1.5949746442887
0.64,-0.88,-1.335372703954
0.48,-0.38,-0.87093892479531
-0.04,-0.68,-0.4347706883574
-0.6,0.76,0.2218386546056
-0.13,-0.48,-0.6377877449046
0.25,-0.98,-1.0655486815615
0.77,-0.86,-2.0006242176959
-0.17,0.29,0.058883441939681
-0.88,0.25,-1.2744878557913
0.56,-0.06,-0.8511786625016
0.83,0.68,-0.44813499851442
-0.87,0.65,-0.85687668314048
0,-0.15,-0.1607954013609
-0.92,-0.03,-1.8611808858456
-0.69,-0.83,-1.8286269330194
-0.62,-0.72,-1.261609949596
-0.21,0.1,-0.19957159396307
0.99,0.14,-1.760737713993
0.77,0.17,-1.1149666901308
-0.9,0.24,-1.4564222177698
-0.91,-0.86,-2.6003283330243
0.61,0.45,-0.36653285586457
-0.32,0.24,0.11714978992393
-0.77,-0.69,-1.4618668640537
-0.24,-0.75,-0.83905294993813
0.77,-0.66,-1.7655780682175
0.06,0.94,0.7955990598094
0.01,-0.22,-0.12966816824055
-0.73,-0.62,-1.7277177742912
-0.52,0.02,-0.27452786267842
0.36,0.53,0.23680884466488
-0.16,-0.94,-1.1650459091325
0.09,0.52,0.77984389627825
-0.42,0.25,-0.14949562738344
0.43,-0.32,-0.35041133938238
0.88,0.29,-1.2252901270674
-0.44,-0.21,-0.44353845693455
0.27,-0.63,-0.73586341837142
-0.81,-0.85,-2.5607181739291
0.17,-0.4,-0.50689081484198
0.98,0.52,-1.0916078998192
-0.93,0.51,-1.2799922895478
0.48,0.81,0.27251399391586
-0.58,0.64,-0.32664884382224
-0.18,-0.82,-0.88948247898607
-0.49,0.59,0.11237231610165
-0.11,-1,-1.4233533343521
0.19,0.84,0.95699837445666
0.37,-0.53,-1.2831629679591
0.46,-0.7,-1.3030650318757
0.49,0.17,-0.56199879057669
-0.35,0.41,0.34949876940527
0.96,-0.13,-2.4442888247089
-0.9,0.59,-1.276534107089
0.54,0.27,-0.16946300854861
0.28,0.95,0.73647335518764
0.4,0.68,0.53300198160098
0.52,-0.79,-1.1272233951174
0.87,-0.21,-1.4668740906499
-0.79,-0.2,-1.3817344976196
0.28,0.56,0.437227420868
-0.33,-0.61,-0.99196248092935
-0.13,-0.06,0.060211207598269
-0.11,0.12,-0.067783761565575
-0.86,0.79,-0.35233098170194
-0.57,-0.73,-1.4733619524262
-0.61,-0.03,-0.91356453349579
-0.84,-0.91,-2.2341272057415
-0.67,0.25,-0.83528704594297
0.44,-0.85,-1.4236759406154
-0.95,0.66,-1.0320117025969
-0.17,0,-0.021697709385533
-0.32,0.46,-0.13900350270115
-0.14,-0.32,-0.33258721102974
-0.71,0.68,-0.14165901624218
-0.94,0.45,-1.4836373514904
0.51,-0.41,-1.0893069932276
-0.4,0.17,-0.071250737382047
-0.09,0.82,0.52184399545504
0.04,0.78,0.80434814208729
0.39,0.63,0.45247748053742
-0.72,-0.17,-1.198579568009
0.46,-0.57,-0.89108991933477
-0.92,0.69,-1.3151850554555
0.17,0.92,1.0608582661596
0.46,-0.11,-0.91198543485448
0.61,0.95,0.24315394775404
0.58,0.7,-0.19623969835793
-0.81,-0.67,-1.5775579233219
-0.54,-0.07,-0.66316618019107
0.21,-0.63,-1.1656516983803
0.49,-0.06,-0.73082759022861
-0.44,-0.01,-0.2170975002992
-0.28,-0.51,-0.57202335660516
0.24,-0.62,-0.8499856181539
-0.29,-0.96,-0.81249858506183
-0.41,0.55,0.2144321731357
-0.17,-0.9,-1.2201864455179
-0.1,-0.8,-0.72400595788989
0.76,0.74,-0.40689418153884
-0.98,0.37,-1.9339384235545
0.38,-0.43,-0.61703808587423
-0.37,-0.42,-0.52467761947844
-0.27,0.77,0.90260034509903
0.32,0.06,-0.37051330464211
0.96,-0.32,-2.1282109194551
0.32,0.72,0.25370396787868
0.7,-0.71,-1.9023453079225
0.9,0.68,-0.54688858008906
-0.03,0.11,0.016699349523244
0.61,0.27,-0.6079658107992
0.08,0.29,0.64766946187122
0.03,-0.98,-1.2230161254591
-0.65,-0.5,-1.4708945128122
-0.69,-0.5,-1.6872619341943
0.75,-0.4,-1.5203726076708
-1,-0.25,-1.7417767073355
0.01,-0.15,-0.13877972244376
0.45,-0.4,-0.84870262719829
-0.42,-0.52,-0.63740251613892
0.64,0.22,-0.73617347148316
0.79,0.29,-1.0509602136149
-0.7,-0.68,-1.8848177778892
-0.07,-0.66,-0.62851459254464
-0.97,0.59,-1.1390099826579
-0.43,0.12,-0.26955990721068
-0.47,0.41,-0.2786387401969
-0.16,0.19,-0.22993375066457
-0.64,-0.61,-1.6777838198779
0.58,-0.32,-0.82588272934045
0.12,0.65,0.9998954971573
0.54,0.12,-0.27499617502929
-0.28,0.77,0.92178070318836
0.08,-0.96,-0.7936106908073
-0.07,0.44,0.66554623409899
0.92,0.14,-1.4387571699592
0.5,0.13,-0.35656392532825
-0.13,0.48,0.38188471433635
-0.7,-0.51,-1.5162605676768
-0.42,-0.42,-0.78883780241794
-0.81,0.52,-0.51998478164545
-0.41,0.71,0.29695767409354
-0.53,-0.04,-0.61317386615426
0.9,-0.32,-1.6985478470836
-0.24,-0.35,-0.51658616616176
0.41,-0.59,-0.81224228883625
-0.86,-0.8,-2.2644413640384
-0.3,-0.46,-0.68218025580731
0.32,-0.16,-0.30275642846853
-0.99,-0.1,-1.9314696558629
0.72,0.84,-0.60994887182472
-0.47,-0.07,-0.59603160248197
-0.33,-0.86,-0.65444735764166
0.56,-0.96,-1.9060754394312
-0.94,0.56,-1.3112666452257
0.86,0.33,-0.501270976451
0.94,-0.98,-2.8706967202458
0.13,-0.32,-0.63690744274353
-0.5,0.41,-0.46977396205317
0.39,0.79,0.20757150092774
-0.31,0.79,0.62753806598033
